datetime,trade_pnl,equity,equity_smooth
2026-03-06 16:00:00-0500,147.0,26670.0,26598.6
2026-03-09 09:32:00-0400,-47.0,26623.0,26578.6
2026-03-09 09:34:00-0400,-75.0,26548.0,26575.2
2026-03-09 09:36:00-0400,-19.0,26529.0,26507.3
2026-03-09 10:04:00-0400,-23.0,26506.0,26443.2
2026-03-09 10:06:00-0400,-175.5,26330.5,26629.7
2026-03-09 10:21:00-0400,-28.0,26302.5,26803.0
2026-03-09 16:00:00-0400,1178.0,27480.5,26978.5
2026-03-10 09:34:00-0400,-85.0,27395.5,27174.6
2026-03-10 09:45:00-0400,-12.0,27383.5,27366.9
2026-03-10 09:47:00-0400,-72.5,27311.0,27310.5
2026-03-10 09:49:00-0400,-47.0,27264.0,27256.6
2026-03-10 09:53:00-0400,-65.5,27198.5,27200.2
2026-03-10 09:55:00-0400,-72.5,27126.0,27152.5
2026-03-10 10:23:00-0400,-24.5,27101.5,27128.1
2026-03-10 10:25:00-0400,-29.0,27072.5,27106.8
2026-03-10 14:15:00-0400,69.5,27142.0,27090.0
2026-03-10 14:27:00-0400,-50.0,27092.0,27072.9
2026-03-10 14:30:00-0400,-50.0,27042.0,27054.7
2026-03-10 14:32:00-0400,-26.0,27016.0,27006.0
2026-03-10 14:34:00-0400,-34.5,26981.5,26959.2
2026-03-10 14:36:00-0400,-83.0,26898.5,26956.4
2026-03-10 14:38:00-0400,-40.5,26858.0,26951.3
2026-03-10 16:00:00-0400,170.0,27028.0,26951.0
2026-03-11 09:32:00-0400,-37.5,26990.5,26960.4
2026-03-11 09:44:00-0400,-10.5,26980.0,26962.8
2026-03-11 09:46:00-0400,-34.5,26945.5,26923.3
2026-03-11 09:59:00-0400,-75.5,26870.0,26885.8
2026-03-11 10:12:00-0400,-39.5,26830.5,26841.5
2026-03-11 10:14:00-0400,-27.5,26803.0,26791.6
2026-03-11 10:16:00-0400,-44.5,26758.5,26754.5
2026-03-11 10:19:00-0400,-62.5,26696.0,26726.6
2026-03-11 10:21:00-0400,-11.5,26684.5,26696.0
2026-03-11 10:59:00-0400,6.5,26691.0,26670.2
2026-03-11 11:01:00-0400,-41.0,26650.0,26671.5
2026-03-11 11:05:00-0400,-20.5,26629.5,26664.2
2026-03-11 13:01:00-0400,73.0,26702.5,26681.5
2026-03-11 13:08:00-0400,-54.5,26648.0,26710.0
2026-03-11 16:00:00-0400,129.5,26777.5,26741.0
2026-03-12 09:33:00-0400,15.0,26792.5,26771.6
2026-03-12 09:42:00-0400,-8.0,26784.5,26804.8
2026-03-12 10:13:00-0400,71.0,26855.5,26827.5
2026-03-12 10:15:00-0400,-41.5,26814.0,26838.8
2026-03-12 11:40:00-0400,77.0,26891.0,26838.2
2026-03-12 11:42:00-0400,-42.0,26849.0,26805.2
2026-03-12 11:47:00-0400,-67.5,26781.5,26768.8
2026-03-12 11:55:00-0400,-91.0,26690.5,26701.1
2026-03-12 12:04:00-0400,-58.5,26632.0,26611.9
2026-03-12 12:08:00-0400,-79.5,26552.5,26528.5
2026-03-12 12:16:00-0400,-149.5,26403.0,26449.9
2026-03-12 12:26:00-0400,-38.5,26364.5,26382.1
2026-03-12 12:34:00-0400,-67.0,26297.5,26323.7
2026-03-12 12:37:00-0400,-4.5,26293.0,26274.7
2026-03-12 12:46:00-0400,-32.5,26260.5,26217.7
2026-03-12 12:51:00-0400,-102.5,26158.0,26157.8
2026-03-12 13:05:00-0400,-78.5,26079.5,26086.4
2026-03-12 13:10:00-0400,-81.5,25998.0,26013.6
2026-03-12 13:15:00-0400,-62.0,25936.0,25956.8
2026-03-12 13:23:00-0400,-39.5,25896.5,25901.9
2026-03-12 13:28:00-0400,-22.5,25874.0,25851.8
2026-03-12 13:36:00-0400,-69.0,25805.0,25852.5
2026-03-12 13:42:00-0400,-57.5,25747.5,25858.8
2026-03-12 16:00:00-0400,192.0,25939.5,25872.1
2026-03-13 09:33:00-0400,-11.5,25928.0,25907.6
2026-03-13 09:38:00-0400,12.5,25940.5,25945.3
2026-03-13 10:03:00-0400,42.0,25982.5,25933.7
2026-03-13 10:07:00-0400,-46.5,25936.0,25909.5
2026-03-13 10:32:00-0400,-54.5,25881.5,25981.0
2026-03-13 10:35:00-0400,-74.5,25807.0,26068.2
2026-03-13 16:00:00-0400,491.0,26298.0,26163.1
2026-03-16 09:39:00-0400,120.5,26418.5,26266.0
2026-03-16 09:42:00-0400,-8.0,26410.5,26362.8
2026-03-16 09:44:00-0400,-14.5,26396.0,26347.4
2026-03-16 09:46:00-0400,-105.0,26291.0,26303.4
2026-03-16 09:53:00-0400,-70.0,26221.0,26257.8
2026-03-16 10:31:00-0400,-22.5,26198.5,26210.5
2026-03-16 11:01:00-0400,-16.0,26182.5,26179.3
2026-03-16 11:14:00-0400,-23.0,26159.5,26159.3
2026-03-16 11:17:00-0400,-24.5,26135.0,26131.9
2026-03-16 11:56:00-0400,-14.0,26121.0,26098.6
2026-03-16 11:58:00-0400,-59.5,26061.5,26070.2
2026-03-16 12:08:00-0400,-45.5,26016.0,26039.4
2026-03-16 12:53:00-0400,1.5,26017.5,25982.3
2026-03-16 12:55:00-0400,-36.5,25981.0,25930.2
2026-03-16 13:01:00-0400,-145.5,25835.5,25881.2
2026-03-16 13:05:00-0400,-34.5,25801.0,25822.4
2026-03-16 13:40:00-0400,-30.0,25771.0,25760.6
2026-03-16 14:05:00-0400,-47.5,25723.5,25726.4
2026-03-16 15:06:00-0400,-51.5,25672.0,25694.8
2026-03-16 15:08:00-0400,-7.5,25664.5,25666.1
2026-03-16 15:21:00-0400,-21.5,25643.0,25650.4
2026-03-16 15:23:00-0400,-15.5,25627.5,25694.1
2026-03-16 16:00:00-0400,17.5,25645.0,25732.4
2026-03-17 10:03:00-0400,245.5,25890.5,25765.9
2026-03-17 10:06:00-0400,-34.5,25856.0,25798.0
2026-03-17 10:08:00-0400,-45.5,25810.5,25819.9
2026-03-17 10:10:00-0400,-22.5,25788.0,25790.5
2026-03-17 10:21:00-0400,-33.5,25754.5,25761.2
2026-03-17 10:23:00-0400,-11.0,25743.5,25740.4
2026-03-17 10:26:00-0400,-34.0,25709.5,25717.9
2026-03-17 10:28:00-0400,-3.0,25706.5,25695.8
2026-03-17 10:31:00-0400,-31.0,25675.5,25664.5
2026-03-17 10:33:00-0400,-31.5,25644.0,25625.3
2026-03-17 10:39:00-0400,-57.0,25587.0,25565.4
2026-03-17 10:43:00-0400,-73.5,25513.5,25524.8
2026-03-17 11:05:00-0400,-106.5,25407.0,25485.2
2026-03-17 13:04:00-0400,65.5,25472.5,25450.5
2026-03-17 13:54:00-0400,-26.5,25446.0,25427.6
2026-03-17 13:56:00-0400,-32.5,25413.5,25419.3
2026-03-17 14:00:00-0400,-14.5,25399.0,25391.8
2026-03-17 14:03:00-0400,-33.5,25365.5,25354.5
2026-03-17 14:06:00-0400,-30.5,25335.0,25347.4
2026-03-17 14:22:00-0400,-75.5,25259.5,25329.1
2026-03-17 16:00:00-0400,118.5,25378.0,25320.8
2026-03-18 09:33:00-0400,-70.5,25307.5,25319.0
2026-03-18 09:44:00-0400,16.5,25324.0,25322.6
2026-03-18 09:51:00-0400,2.0,25326.0,25295.0
2026-03-18 09:53:00-0400,-48.5,25277.5,25269.8
2026-03-18 09:59:00-0400,-37.5,25240.0,25228.7
2026-03-18 10:01:00-0400,-58.5,25181.5,25181.2
2026-03-18 10:03:00-0400,-63.0,25118.5,25130.4
2026-03-18 10:07:00-0400,-30.0,25088.5,25089.7
2026-03-18 10:11:00-0400,-65.0,25023.5,25051.0
2026-03-18 11:07:00-0400,13.0,25036.5,25020.4
2026-03-18 11:15:00-0400,-48.5,24988.0,24989.3
2026-03-18 11:34:00-0400,-22.5,24965.5,24966.1
2026-03-18 11:39:00-0400,-32.5,24933.0,24933.1
2026-03-18 11:55:00-0400,-25.5,24907.5,24903.2
2026-03-18 11:58:00-0400,-36.0,24871.5,24867.6
2026-03-18 12:00:00-0400,-33.0,24838.5,24837.4
2026-03-18 14:01:00-0400,-51.0,24787.5,24800.4
2026-03-18 14:03:00-0400,-5.5,24782.0,24862.6
2026-03-18 14:05:00-0400,-59.5,24722.5,24931.9
2026-03-18 16:00:00-0400,460.0,25182.5,25026.6
2026-03-19 09:38:00-0400,2.5,25185.0,25110.8
2026-03-19 10:23:00-0400,76.0,25261.0,25196.6
2026-03-19 10:32:00-0400,-58.0,25203.0,25186.1
2026-03-19 11:22:00-0400,-51.5,25151.5,25169.8
